"借据流水号","客户编号","客户名称","业务品种","是否表外","起始日期","到期日期","年利率","放款金额","借据余额","附加担保方式","业务品种大类","逾期天数","五级分类","经办人","业务品种细分","核心企业名称","组织机构证注册地","营业执照证注册地","统一社会信息证注册地","注册地址","利率调整周期","下一结息日","所属部门HR","终结日期","还款金额","ECIF客户号"
"2026010900000052","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2026-01-09,2027-01-04,6,114442.77,114442.77,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2027-01-04,"供应链金融部",,0E-20,"320023435076"
"2025120100000046","2018010400000154","合肥瑞豪物资有限公司","反向保理","表内",2025-12-01,2026-11-26,6,93673.94,93673.94,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市庐阳区","安徽省合肥市","",2026-11-26,"供应链金融部",,0E-20,"200001080745"
"2026011300000043","2021033000001183","上海尧烨国际贸易有限公司","普通流动资金贷款","表内",2026-01-13,2026-04-13,6.1,220993.92,2623.32,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-04-13,"公司业务三部",,218370.600000000000,"310008179009"
"2025110700000040","2021041500000425","青岛众诚钢铁供应链管理有限公司","反向保理","表内",2025-11-07,2026-11-01,6,170062.54,170062.54,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","山东省青岛市黄岛区","山东省青岛市黄岛区","山东省青岛市黄岛区","山东省青岛市黄岛区","",2026-11-01,"供应链金融部",,0E-20,"320007925754"
"2025070100000034","2021110500001046","江苏圆通电缆有限公司","反向保理","表内",2025-07-01,2026-07-01,5,422036.1,422036.1,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省扬州市高邮市","江苏省扬州市高邮市","江苏省扬州市高邮市","江苏省扬州市高邮市","",2026-07-01,"公司业务三部",,0E-20,"320012281268"
"2025080600000026","2024072400000085","徐州利峰泰建材贸易有限公司","反向保理","表内",2025-08-06,2026-08-06,5.6,1181500,1181500,"","贸易融资",0,"1-正常","周翔","线上供应链-瑞e保","江苏中大杆塔科技发展有限公司","江苏省徐州市邳州市","江苏省徐州市邳州市","江苏省徐州市邳州市","江苏省徐州市邳州市","",2026-08-06,"供应链金融部",,0E-20,"320020099293"
"2025110700000035","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2025-11-07,2026-11-01,6,111328.11,111328.11,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2026-11-01,"供应链金融部",,0E-20,"320023435076"
"PJ20231215000696","2023052900000003","上海过尔贸易有限公司","银行承兑汇票","表外",2023-12-15,2024-06-15,100,50000,50000,"","票据",0,"1-正常","徐淑颖","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务四部",2024-06-17,0E-20,"310015602549"
"PJ20250925000017","2023090600000006","上海丽沧国际贸易有限公司","银行承兑汇票","表外",2025-09-25,2026-03-25,100,10000000,10000000,"","票据",0,"1-正常","张子龙","","","上海市崇明区","上海市崇明区","上海市崇明区","上海市崇明区","",,"供应链金融部",,0E-20,"310016785628"
"PJ20231208000239","2023120500000002","上海和峻国际贸易有限公司","银行承兑汇票","表外",2023-12-08,2024-06-08,100,100000,100000,"","票据",0,"1-正常","倪文蕾（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务二部",2024-06-11,0E-20,"310017665077"
"2023122800000031","2023122000000003","上海凯浦捷半导体科技合伙企业（有限合伙）","并购项目贷款","表内",2023-12-28,2028-12-28,5,5110320,2686000,"质押","一般贷款",0,"1-正常","沈菡","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2024-03-21,"公司业务二部",,2424320.000000000000,"310016082826"
"2025120900000039","2018013000000010","浙商中拓集团（广西）有限公司","反向保理","表内",2025-12-09,2026-12-03,6,123983.02,123983.02,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市西乡塘区","广西壮族自治区南宁市西乡塘区","广西壮族自治区南宁市西乡塘区","广西壮族自治区南宁市西乡塘区","",2026-12-03,"供应链金融部",,0E-20,"200001167564"
"2025120900000037","2018013000000010","浙商中拓集团（广西）有限公司","反向保理","表内",2025-12-09,2026-12-03,6,124245.34,124245.34,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市西乡塘区","广西壮族自治区南宁市西乡塘区","广西壮族自治区南宁市西乡塘区","广西壮族自治区南宁市西乡塘区","",2026-12-03,"供应链金融部",,0E-20,"200001167564"
"PJ20251223000042","2024060600000059","上海趣维实业有限公司","银行承兑汇票","表外",2025-12-23,2026-06-23,100,50000000,50000000,"","票据",0,"1-正常","吴一彬","","","上海市崇明区","上海市崇明区","上海市崇明区","上海市崇明区","",,"公司业务二部",,0E-20,"310019626139"
"2025073100000035","2024061100000019","江苏新福昌建材有限公司","反向保理","表内",2025-07-31,2026-07-31,5.6,7763058.8,7763058.8,"","贸易融资",0,"1-正常","周翔","线上供应链-瑞e保","江苏中大杆塔科技发展有限公司","江苏省南京市玄武区","江苏省南京市玄武区","江苏省南京市玄武区","江苏省南京市玄武区","",2026-07-31,"供应链金融部",,0E-20,"320019836627"
"2026011400000041","2024090500000157","张家港联江新材料科技有限公司","反向保理","表内",2026-01-14,2027-01-14,3.95,10000000,10000000,"","贸易融资",0,"1-正常","周鑫（客户经理）","线上供应链-瑞e保","上海中振交通装备有限公司","江苏省苏州市张家港市","江苏省苏州市张家港市","江苏省苏州市张家港市","江苏省苏州市张家港市","",2027-01-14,"公司业务一部",,0E-20,"320021262146"
"2026011600000042","2025011500000011","江苏双杰化工有限公司","反向保理","表内",2026-01-16,2027-01-16,5,1781410,1781410,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省常州市新北区","江苏省常州市新北区","江苏省常州市新北区","江苏省常州市新北区","",2027-01-16,"公司业务三部",,0E-20,"320021859988"
"2025052600000035","2025011500000011","江苏双杰化工有限公司","反向保理","表内",2025-05-26,2026-05-26,5,2372520,2372520,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省常州市新北区","江苏省常州市新北区","江苏省常州市新北区","江苏省常州市新北区","",2026-05-26,"公司业务三部",,0E-20,"320021859988"
"2026022600000041","2025022100000002","上海久彰电子商务有限公司","普通流动资金贷款","表内",2026-02-26,2027-02-26,4,10000000,10000000,"保证","一般贷款",0,"1-正常","朱晓琪（团队负责人）","一般贷款","","上海市徐汇区","上海市徐汇区","上海市徐汇区","上海市徐汇区","",2026-03-21,"公司业务三部",,0E-20,"200000000089"
"2025121500000041","2021033000001183","上海尧烨国际贸易有限公司","普通流动资金贷款","表内",2025-12-15,2026-03-15,6.1,369532.8,369532.8,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-03-15,"公司业务三部",,0E-20,"310008179009"
"2025110700000042","2021041500000425","青岛众诚钢铁供应链管理有限公司","反向保理","表内",2025-11-07,2026-11-01,6,109523.81,109523.81,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","山东省青岛市黄岛区","山东省青岛市黄岛区","山东省青岛市黄岛区","山东省青岛市黄岛区","",2026-11-01,"供应链金融部",,0E-20,"320007925754"
"2025110500000038","2021041500000425","青岛众诚钢铁供应链管理有限公司","反向保理","表内",2025-11-05,2026-10-30,6,173375.77,173375.77,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","山东省青岛市黄岛区","山东省青岛市黄岛区","山东省青岛市黄岛区","山东省青岛市黄岛区","",2026-10-30,"供应链金融部",,0E-20,"320007925754"
"PJ20250925000024","2023122500000001","上海耀晟隆国际贸易有限公司","银行承兑汇票","表外",2025-09-25,2026-03-25,100,19000000,19000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务一部",,0E-20,"310017653055"
"PJ20250925000023","2023122500000001","上海耀晟隆国际贸易有限公司","银行承兑汇票","表外",2025-09-25,2026-03-25,100,40000000,40000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务一部",,0E-20,"310017653055"
"PJ20251225000009","2024060600000059","上海趣维实业有限公司","银行承兑汇票","表外",2025-12-25,2026-06-25,100,50000000,50000000,"","票据",0,"1-正常","吴一彬","","","上海市崇明区","上海市崇明区","上海市崇明区","上海市崇明区","",,"公司业务二部",,0E-20,"310019626139"
"PJ20251211000005","2024101500000157","上海竞歆实业有限公司","银行承兑汇票","表外",2025-12-11,2026-06-11,100,10000000,10000000,"","票据",0,"1-正常","沈旭","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务一部",,0E-20,"310019869862"
"PJ20251210000010","2025010600000002","上海太欣实业有限公司","银行承兑汇票","表外",2025-12-10,2026-06-10,100,10000000,10000000,"","票据",0,"1-正常","吴一彬","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"310022250788"
"2025052000000018","2025011100000001","无锡市云登科技有限公司","反向保理","表内",2025-05-20,2026-05-20,5,1243585.29,1243585.29,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2026-05-20,"公司业务三部",,0E-20,"320021872299"
"PJ20251126000005","2025012100000009","上海胜集贸易有限公司","银行承兑汇票","表外",2025-11-26,2026-05-26,100,40000000,40000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务一部",,0E-20,"310021418945"
"2025112700000048","2025031900000011","陕西荣华汇智实业有限公司","反向保理","表内",2025-11-27,2026-11-22,6,116494.1,116494.1,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","",2026-11-22,"供应链金融部",,0E-20,"320022379963"
"2026010800000050","2025031900000011","陕西荣华汇智实业有限公司","反向保理","表内",2026-01-08,2027-01-02,6,112107.84,112107.84,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","",2027-01-02,"供应链金融部",,0E-20,"320022379963"
"2025112500000042","2025031900000011","陕西荣华汇智实业有限公司","反向保理","表内",2025-11-25,2026-11-20,6,111664.22,111664.22,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","",2026-11-20,"供应链金融部",,0E-20,"320022379963"
"2026022400000035","2021033000001183","上海尧烨国际贸易有限公司","普通流动资金贷款","表内",2026-02-24,2026-05-25,6.1,167464.48,167464.48,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-05-25,"公司业务三部",,0E-20,"310008179009"
"2026010700000051","2021033000001183","上海尧烨国际贸易有限公司","普通流动资金贷款","表内",2026-01-07,2026-04-07,6.1,217904.4,217904.4,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-04-07,"公司业务三部",,0E-20,"310008179009"
"2026010600000044","2021112000000893","江苏东方电缆材料有限公司","反向保理","表内",2026-01-06,2027-01-06,5,1176660,1176660,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省扬州市宝应县","江苏省扬州市宝应县","江苏省扬州市宝应县","江苏省扬州市宝应县","",2027-01-06,"公司业务三部",,0E-20,"320012400184"
"2025050900000032","2021111900000857","江苏博牛线缆有限公司","反向保理","表内",2025-05-09,2026-05-09,5,672082.62,672082.62,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省淮安市金湖县","江苏省淮安市金湖县","江苏省淮安市金湖县","江苏省淮安市金湖县","",2026-05-09,"公司业务三部",,0E-20,"320012404400"
"2025120800000048","2022083000000003","上海强盛实业有限公司","普通流动资金贷款","表内",2025-12-08,2026-04-07,6.1,34283.52,34283.52,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",2026-04-07,"公司业务三部",,0E-20,"310014423305"
"2025120900000049","2022083000000003","上海强盛实业有限公司","普通流动资金贷款","表内",2025-12-09,2026-04-08,6.1,192696.02,69038.88,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",2026-04-08,"公司业务三部",,123657.140000000000,"310014423305"
"2025121700000052","2018060500000005","陕西旭通工贸有限公司","反向保理","表内",2025-12-17,2026-12-11,6,118577.43,118577.43,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-12-11,"供应链金融部",,0E-20,"200001812866"
"2026011900000047","2018060500000005","陕西旭通工贸有限公司","反向保理","表内",2026-01-19,2027-01-14,6,121226.11,121226.11,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2027-01-14,"供应链金融部",,0E-20,"200001812866"
"2026012700000051","2021021000000445","无锡市兴惠线缆有限公司","反向保理","表内",2026-01-27,2027-01-27,5,1403899.56,1403899.56,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2027-01-27,"公司业务三部",,0E-20,"320007801898"
"2026012700000054","2021031900000517","潍坊潍星联合橡塑有限公司","反向保理","表内",2026-01-27,2027-01-27,5,1750933.2,1750933.2,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","山东省潍坊市寒亭区","山东省潍坊市寒亭区","山东省潍坊市寒亭区","山东省潍坊市寒亭区","",2027-01-27,"公司业务三部",,0E-20,"320007955796"
"PJ20251222000012","2021052000000605","上海其尼国际贸易有限公司","银行承兑汇票","表外",2025-12-22,2026-06-22,100,10000000,10000000,"","票据",0,"1-正常","张子龙","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"供应链金融部",,0E-20,"310008883542"
"2025122400000049","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2025-12-24,2026-04-23,6.1,292379.02,111095.32,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-04-23,"公司业务三部",,181283.700000000000,"310009309813"
"2026012700000055","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2026-01-27,2027-01-22,6,118197.09,118197.09,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2027-01-22,"供应链金融部",,0E-20,"200001521312"
"2026010600000036","2018040900000180","陕西盛兴金属材料有限公司","反向保理","表内",2026-01-06,2026-12-31,6,123309.06,123309.06,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-12-31,"供应链金融部",,0E-20,"200001521312"
"PJ20250925000014","2023120100000004","上海联表黄金制品有限公司","银行承兑汇票","表外",2025-09-25,2026-03-25,100,50000000,50000000,"","票据",0,"1-正常","尹筱玲（客户经理）","","","上海市青浦区","上海市青浦区","上海市青浦区","上海市青浦区","",,"公司业务三部",,0E-20,"310017841882"
"PJ20250925000013","2024032800000013","上海素窗贸易有限公司","银行承兑汇票","表外",2025-09-25,2026-03-25,100,10000000,10000000,"","票据",0,"1-正常","沈旭","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务一部",,0E-20,"310018427395"
"PJ20251222000007","2025020700000009","上海蓓壤贸易有限公司","银行承兑汇票","表外",2025-12-22,2026-06-22,100,100000000,100000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务一部",,0E-20,"310021951626"
"025221906035670842876561","2025090400000006","上海崛琦物流有限公司","普通流动资金贷款","表内",2025-10-11,2026-10-11,5.6,1000000,1000000,"质押","一般贷款",0,"1-正常","张子龙","脱核-德邦","德邦物流股份有限公司","上海市奉贤区","上海市奉贤区","上海市奉贤区","上海市奉贤区","",2025-10-20,"供应链金融部",,0E-20,"310023476101"
"2025101700000038","2025101000000005","苏州途雅科技有限公司","反向保理","表内",2025-10-17,2026-10-16,3.95,10000000,10000000,"","贸易融资",0,"1-正常","周鑫（客户经理）","线上供应链-瑞e保","上海中振交通装备有限公司","江苏省苏州市张家港市","江苏省苏州市张家港市","江苏省苏州市张家港市","江苏省苏州市张家港市","",2026-10-16,"公司业务一部",,0E-20,"320023582149"
"2026012700000037","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2026-01-27,2027-01-21,6,118618.24,118618.24,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2027-01-21,"供应链金融部",,0E-20,"320023435076"
"2025120100000055","2025101400000014","广西桂雅秋贸易有限公司","反向保理","表内",2025-12-01,2026-11-26,6,126886.3,126886.3,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","广西壮族自治区南宁市良庆区","",2026-11-26,"供应链金融部",,0E-20,"320023435076"
"2023091900000039","2022120600000003","上海新材料产业技术研究院有限公司","普通流动资金贷款","表内",2023-09-19,2026-09-19,7,50000000,50000000,"保证,质押","一般贷款",0,"2-关注","秦婧婷","一般贷款","","上海市普陀区","上海市普陀区","上海市普陀区","上海市普陀区","",2024-09-19,"公司业务三部",,0E-20,"200000022079"
"PJ20250925000001","2024031100000020","上海信帽铭贸易有限公司","银行承兑汇票","表外",2025-09-25,2026-03-25,100,40000000,40000000,"","票据",0,"1-正常","徐淑颖","","","上海市松江区","上海市松江区","上海市松江区","上海市松江区","",,"公司业务四部",,0E-20,"310019456162"
"PJ20251210000016","2025012100000009","上海胜集贸易有限公司","银行承兑汇票","表外",2025-12-10,2026-06-10,100,20000000,20000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务一部",,0E-20,"310021418945"
"2026021100000037","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-02-11,2026-06-11,6.1,351819.06,351819.06,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-06-11,"公司业务三部",,0E-20,"310009309813"
"2026011300000045","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-01-13,2026-04-13,6.1,38999.36,38999.36,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-04-13,"公司业务三部",,0E-20,"310012173747"
"2026022500000043","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-02-25,2026-06-25,6.1,39045.7,39045.7,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-06-25,"公司业务三部",,0E-20,"310012173747"
"2026020200000039","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-02-02,2026-06-02,6.1,210747.02,210747.02,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-06-02,"公司业务三部",,0E-20,"310012173747"
"2025122900000047","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2025-12-29,2026-03-29,6.1,934425.52,96163.32,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-03-29,"公司业务三部",,838262.200000000000,"310012173747"
"2026012700000050","2021110600000921","无锡市申涛电缆有限公司","反向保理","表内",2026-01-27,2027-01-27,5,2694101.29,2694101.29,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2027-01-27,"公司业务三部",,0E-20,"320012293542"
"2025122300000036","2018060500000005","陕西旭通工贸有限公司","反向保理","表内",2025-12-23,2026-12-17,6,116126.52,116126.52,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-12-17,"供应链金融部",,0E-20,"200001812866"
"2025123000000049","2018060500000005","陕西旭通工贸有限公司","反向保理","表内",2025-12-30,2026-12-25,6,120057.57,120057.57,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市","",2026-12-25,"供应链金融部",,0E-20,"200001812866"
"2026012600000043","2019102100000067","上海鸭嘴兽供应链管理有限公司","普通流动资金贷款","表内",2026-01-27,2027-01-27,4.5,5000000,5000000,"保证","一般贷款",0,"1-正常","李檩","一般贷款","","上海市宝山区","上海市宝山区","上海市宝山区","上海市浦东新区","",2026-03-21,"市场营销三部",,0E-20,"200002594127"
"2026010900000055","2022071800000074","江西安合达科技有限公司","反向保理","表内",2026-01-09,2027-01-09,5.5,10000000,10000000,"","贸易融资",0,"1-正常","朱强","线上供应链-瑞e保","江西联创光电科技股份有限公司","江西省南昌市东湖区","江西省南昌市东湖区","江西省南昌市东湖区","江西省南昌市东湖区","",2027-01-09,"公司业务三部",,0E-20,"320013873337"
"2026012700000052","2023120400000016","安徽上华电缆有限公司","反向保理","表内",2026-01-27,2027-01-27,5,2832360.3,2832360.3,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","安徽省滁州市天长市","安徽省滁州市天长市","安徽省滁州市天长市","安徽省滁州市天长市","",2027-01-27,"公司业务三部",,0E-20,"320018205993"
"PJ20251126000002","2023120500000002","上海和峻国际贸易有限公司","银行承兑汇票","表外",2025-11-26,2026-05-26,100,3000000,3000000,"","票据",0,"1-正常","倪文蕾（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务二部",,0E-20,"310017665077"
"2025121600000040","2025031900000011","陕西荣华汇智实业有限公司","反向保理","表内",2025-12-16,2026-12-07,6,109744.13,109744.13,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","",2026-12-07,"供应链金融部",,0E-20,"320022379963"
"2025061000000018","2025041700000001","上海睿赛德电子科技有限公司","普通流动资金贷款","表内",2025-06-10,2026-06-10,3.8,1675000,1675000,"保证","一般贷款",0,"1-正常","朱晓琪（团队负责人）","一般贷款","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",2025-06-21,"公司业务三部",,0E-20,"310018099424"
"PJ20251222000009","2025051500000007","上海汇壹兴国际贸易有限公司","银行承兑汇票","表外",2025-12-22,2026-06-22,100,50000000,50000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务一部",,0E-20,"310022561634"
"2025123000000050","2025031900000011","陕西荣华汇智实业有限公司","反向保理","表内",2025-12-30,2026-12-25,6,109916.12,109916.12,"","贸易融资",0,"1-正常","黄有凯","瑞e订","钰翔环保供应链管理（上海）有限公司","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","陕西省西安市未央区","",2026-12-25,"供应链金融部",,0E-20,"320022379963"
"PJ20251212000006","2025042100000011","上海淌匠贸易有限公司","银行承兑汇票","表外",2025-12-12,2026-06-12,100,10000000,10000000,"","票据",0,"1-正常","沈菡","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务二部",,0E-20,"310022372661"
"2025022000000001","2017090400000003","上海理业供应链管理有限公司","普通流动资金贷款","表内",2025-02-21,2026-08-18,6.6,43500000,43500000,"保证","一般贷款",0,"1-正常","沈旭","一般贷款","","上海市青浦区","上海市青浦区","上海市青浦区","上海市青浦区","",2025-03-21,"公司业务一部",,0E-20,"200000565661"
"PJ20250925000021","2023122500000001","上海耀晟隆国际贸易有限公司","银行承兑汇票","表外",2025-09-25,2026-03-25,100,40000000,40000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务一部",,0E-20,"310017653055"
"PJ20251210000012","2024052700000029","上海委斐商贸有限公司","银行承兑汇票","表外",2025-12-10,2026-06-10,100,10000000,10000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市普陀区","上海市普陀区","上海市普陀区","上海市普陀区","",,"公司业务一部",,0E-20,"310019505169"
"PJ20251210000014","2024052700000029","上海委斐商贸有限公司","银行承兑汇票","表外",2025-12-10,2026-06-10,100,20000000,20000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市普陀区","上海市普陀区","上海市普陀区","上海市普陀区","",,"公司业务一部",,0E-20,"310019505169"
"2024102300000013","2024091400000160","上海京腾汽车租赁有限公司","普通流动资金贷款","表内",2024-10-24,2025-10-24,5.5,10000000,9999961.63,"","一般贷款",253,"3-次级","李檩","一般贷款","","上海市闵行区","上海市闵行区","上海市闵行区","上海市闵行区","",2024-12-21,"市场营销三部",,38.3700000000000000,"310020681237"
