"借据流水号","客户编号","客户名称","业务品种","是否表外","起始日期","到期日期","年利率","放款金额","借据余额","附加担保方式","业务品种大类","逾期天数","五级分类","经办人","业务品种细分","核心企业名称","组织机构证注册地","营业执照证注册地","统一社会信息证注册地","注册地址","利率调整周期","下一结息日","所属部门HR","终结日期","还款金额","ECIF客户号"
"2026011600000044","2025011000000023","宜兴市嘉泰盛塑业有限公司","反向保理","表内",2026-01-16,2027-01-16,5,1130081.13,1130081.13,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2027-01-16,"公司业务三部",,0E-20,"320022511808"
"2025061200000038","2025011500000011","江苏双杰化工有限公司","反向保理","表内",2025-06-12,2026-06-12,5,1152600,1152600,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省常州市新北区","江苏省常州市新北区","江苏省常州市新北区","江苏省常州市新北区","",2026-06-12,"公司业务三部",,0E-20,"320021859988"
"2025070900000027","2025041700000001","上海睿赛德电子科技有限公司","普通流动资金贷款","表内",2025-07-10,2026-07-10,3.8,1195000,1195000,"保证","一般贷款",0,"1-正常","朱晓琪（团队负责人）","一般贷款","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",2025-09-21,"公司业务三部",,0E-20,"310018099424"
"124221632761835337294994","2025040900000025","广州平涛物流有限公司","普通流动资金贷款","表内",2025-07-08,2026-07-08,5.5,2600000,2230000,"质押","一般贷款",0,"1-正常","胡全兴","脱核-京东","京东物流供应链有限公司","广东省广州市黄埔区","广东省广州市黄埔区","广东省广州市黄埔区","广东省广州市黄埔区","",2025-07-20,"供应链金融部",,370000.000000000000,"320022703493"
"2025052700000028","2025052100000001","上海鸣啸信息科技股份有限公司","普通流动资金贷款","表内",2025-05-28,2026-05-28,4,20000000,20000000,"质押","一般贷款",0,"1-正常","尹筱玲（客户经理）","一般贷款","","上海市静安区","上海市静安区","上海市静安区","上海市静安区","",2025-06-21,"公司业务三部",,0E-20,"310022518357"
"PJ20251215000007","2025072400000015","复长（上海）贸易有限公司","银行承兑汇票","表外",2025-12-15,2026-06-15,100,10000000,10000000,"","票据",0,"1-正常","倪文蕾（客户经理）","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"公司业务二部",,0E-20,"310022973348"
"2025070100000036","2023022200000001","江苏江帆电缆科技有限公司","反向保理","表内",2025-07-01,2026-07-01,5,430625.18,430625.18,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2026-07-01,"公司业务三部",,0E-20,"320015321283"
"PJ20251223000008","2023071400000004","上海熠博贸易有限公司","银行承兑汇票","表外",2025-12-23,2026-06-23,100,10000000,10000000,"","票据",0,"1-正常","徐淑颖","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"公司业务四部",,0E-20,"310015982705"
"PJ20251218000001","2023071400000004","上海熠博贸易有限公司","银行承兑汇票","表外",2025-12-18,2026-06-18,100,10000000,10000000,"","票据",0,"1-正常","徐淑颖","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"公司业务四部",,0E-20,"310015982705"
"PJ20251127000001","2023071400000004","上海熠博贸易有限公司","银行承兑汇票","表外",2025-11-27,2026-05-27,100,10000000,10000000,"","票据",0,"1-正常","徐淑颖","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"公司业务四部",,0E-20,"310015982705"
"2024091200000038","2017010400000003","上海高晟盈商业有限公司","经营性物业贷款","表内",2024-09-12,2029-09-12,6.6,122250000,95000000,"质押","一般贷款",0,"1-正常","沈菡","","","上海市松江区","上海市松江区","上海市松江区","上海市松江区","",2025-09-21,"公司业务二部",,27250000.000000000000,"200000293295"
"2025110600000039","2019050700000067","华兴创控股有限公司","普通流动资金贷款","表内",2025-11-11,2026-11-11,3.1,237500000,231500000,"","一般贷款",0,"2-关注","张天竹（客户经理）","一般贷款","","上海市浦东新区","","","香港特别行政区","",2025-12-21,"公司业务一部",,6000000.000000000000,"200002463184"
"2026032700000082","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-03-27,2026-06-25,6.1,462758.4,264560.4,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-06-25,"公司业务三部",,198198.000000000000,"310009309813"
"2025050800000019","2025012200000004","上海晟隆浦华大酒店有限公司","普通流动资金贷款","表内",2025-05-09,2028-01-20,4.8,1430000,1430000,"保证","一般贷款",0,"1-正常","李檩","一般贷款","","上海市虹口区","上海市虹口区","上海市虹口区","上海市虹口区","",2025-06-21,"市场营销三部",,0E-20,"310021394443"
"2025070100000032","2021032500000686","无锡市苏轩电缆有限公司","反向保理","表内",2025-07-01,2026-07-01,5,1216658.52,1216658.52,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2026-07-01,"公司业务三部",,0E-20,"320007803166"
"2026022500000039","2021051800000609","上海泽图供应链管理有限公司","普通流动资金贷款","表内",2026-02-25,2026-05-26,6.1,1034226,575923.5,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-05-26,"公司业务三部",,458302.500000000000,"310009168732"
"PJ20251222000016","2021052000000605","上海其尼国际贸易有限公司","银行承兑汇票","表外",2025-12-22,2026-06-22,100,10000000,10000000,"","票据",0,"1-正常","张子龙","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"供应链金融部",,0E-20,"310008883542"
"2026032700000084","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-03-27,2026-06-25,6.1,187569.44,11772.84,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-06-25,"公司业务三部",,175796.600000000000,"310009309813"
"2026041500000003","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-04-15,2026-08-13,6.1,95751.23,95751.23,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-08-13,"公司业务三部",,0E-20,"310009309813"
"2025033100000017","2024122000000009","千寻位置网络有限公司","普通流动资金贷款","表内",2025-03-31,2028-03-31,4.5,30000000,29700000,"","一般贷款",0,"1-正常","陈磊","一般贷款","","上海市杨浦区","上海市杨浦区","上海市杨浦区","上海市杨浦区","",2025-06-21,"市场营销三部",,300000.000000000000,"310021058067"
"2025040800000029","2025012200000004","上海晟隆浦华大酒店有限公司","普通流动资金贷款","表内",2025-04-09,2028-01-20,4.8,1360000,1360000,"保证","一般贷款",0,"1-正常","李檩","一般贷款","","上海市虹口区","上海市虹口区","上海市虹口区","上海市虹口区","",2025-06-21,"市场营销三部",,0E-20,"310021394443"
"2026011600000040","2021021000000451","江苏浦漕科技股份有限公司","反向保理","表内",2026-01-16,2027-01-16,5,1111910.87,1111910.87,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2027-01-16,"公司业务三部",,0E-20,"320007970073"
"2025071100000034","2021032500000686","无锡市苏轩电缆有限公司","反向保理","表内",2025-07-11,2026-07-11,5,584720.24,584720.24,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","江苏省无锡市宜兴市","",2026-07-11,"公司业务三部",,0E-20,"320007803166"
"PJ20251222000015","2021052000000605","上海其尼国际贸易有限公司","银行承兑汇票","表外",2025-12-22,2026-06-22,100,10000000,10000000,"","票据",0,"1-正常","张子龙","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"供应链金融部",,0E-20,"310008883542"
"2026011900000044","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-01-19,2026-05-19,6.1,243875.33,134292.95,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-05-19,"公司业务三部",,109582.380000000000,"310009309813"
"2026042400000006","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-04-24,2026-08-22,6.1,68777.9,68777.9,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-08-22,"公司业务三部",,0E-20,"310009309813"
"2026031000000225","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-03-10,2026-06-08,6.1,124697.84,23480.04,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-06-08,"公司业务三部",,101217.800000000000,"310012173747"
"2026042200000002","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-04-22,2026-07-21,6.1,164397.28,164397.28,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-07-21,"公司业务三部",,0E-20,"310012173747"
"2026042300000007","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-04-23,2026-08-21,6.1,24154.99,24154.99,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-08-21,"公司业务三部",,0E-20,"310012173747"
"2026033000000085","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-03-30,2026-07-28,6.1,61302.91,61302.91,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-07-28,"公司业务三部",,0E-20,"310012173747"
"2026042300000008","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-04-23,2026-08-21,6.1,80258.91,80258.91,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-08-21,"公司业务三部",,0E-20,"310012173747"
"2026041400000006","2022031500000051","上海万博瑞实业有限公司","普通流动资金贷款","表内",2026-04-14,2026-07-13,6.1,524226.4,524226.4,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-07-13,"公司业务三部",,0E-20,"310013218876"
"2026011300000046","2019090200000010","医利捷（上海）信息科技有限公司","普通流动资金贷款","表内",2026-01-13,2027-01-13,4.3,5000000,5000000,"","一般贷款",0,"1-正常","李檩","一般贷款","","上海市徐汇区","上海市徐汇区","上海市徐汇区","上海市徐汇区","",2026-03-21,"市场营销三部",,0E-20,"200002567284"
"2026032000000217","2020111900000427","上海兵正供应链管理有限公司","普通流动资金贷款","表内",2026-03-20,2026-06-18,6.1,35818.16,35818.16,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-06-18,"公司业务三部",,0E-20,"310007299353"
"2026022500000040","2022112200000008","江西冠策科技有限公司","反向保理","表内",2026-02-25,2026-06-24,5.5,10000000,10000000,"","贸易融资",0,"1-正常","朱强","线上供应链-瑞e保","江西联创光电科技股份有限公司","江西省南昌市青山湖区","江西省南昌市青山湖区","江西省南昌市青山湖区","江西省南昌市青山湖区","",2026-06-24,"公司业务三部",,0E-20,"320014742425"
"PJ20231215000696","2023052900000003","上海过尔贸易有限公司","银行承兑汇票","表外",2023-12-15,2024-06-15,100,50000,50000,"","票据",0,"1-正常","徐淑颖","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务四部",2024-06-17,0E-20,"310015602549"
"2026031700000220","2023081600000003","上海清鹤科技股份有限公司","普通流动资金贷款","表内",2026-03-18,2027-03-18,6.5,5000000,5000000,"","一般贷款",0,"1-正常","方兆阳","一般贷款","","上海市杨浦区","上海市杨浦区","上海市杨浦区","上海市杨浦区","",2026-03-21,"普惠业务一部",,0E-20,"310016588182"
"025221980277755954501422","2025090400000006","上海崛琦物流有限公司","普通流动资金贷款","表内",2025-11-07,2026-11-07,5.6,1000000,1000000,"质押","一般贷款",0,"1-正常","张子龙","脱核-德邦","德邦物流股份有限公司","上海市奉贤区","上海市奉贤区","上海市奉贤区","上海市奉贤区","",2025-12-20,"供应链金融部",,0E-20,"310023476101"
"2026012100000042","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-01-21,2026-05-21,6.1,102498.64,67963.48,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-05-21,"公司业务三部",,34535.160000000000,"310009309813"
"2026042000000005","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-04-20,2026-08-18,6.1,231038.62,231038.62,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-08-18,"公司业务三部",,0E-20,"310009309813"
"2026041700000003","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-04-17,2026-07-16,6.1,172486.88,74088.38,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-07-16,"公司业务三部",,98398.500000000000,"310012173747"
"2026042900000005","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-04-29,2026-08-27,6.1,249988.05,249988.05,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-08-27,"公司业务三部",,0E-20,"310012173747"
"2026031600000225","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-03-16,2026-06-14,6.1,113988.48,33899.58,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-06-14,"公司业务三部",,80088.900000000000,"310012173747"
"PJ20231208000239","2023120500000002","上海和峻国际贸易有限公司","银行承兑汇票","表外",2023-12-08,2024-06-08,100,100000,100000,"","票据",0,"1-正常","倪文蕾（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务二部",2024-06-11,0E-20,"310017665077"
"2023122800000031","2023122000000003","上海凯浦捷半导体科技合伙企业（有限合伙）","并购项目贷款","表内",2023-12-28,2028-12-28,5,5110320,2686000,"质押","一般贷款",0,"1-正常","沈菡","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2024-03-21,"公司业务二部",,2424320.000000000000,"310016082826"
"PJ20251223000042","2024060600000059","上海趣维实业有限公司","银行承兑汇票","表外",2025-12-23,2026-06-23,100,50000000,50000000,"","票据",0,"1-正常","吴一彬","","","上海市崇明区","上海市崇明区","上海市崇明区","上海市崇明区","",,"公司业务二部",,0E-20,"310019626139"
"2025122200000035","2024102300000150","东盛（上海）融资租赁有限公司","普通流动资金贷款","表内",2025-12-22,2028-12-22,4.95,30000000,27858738.7,"质押","一般贷款",0,"1-正常","陈雄","一般贷款","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务四部",,2141261.300000000000,"310019014576"
"2025030500000025","2025021300000009","芯安微众（上海）微电子技术有限公司","普通流动资金贷款","表内",2025-03-06,2027-03-05,3.45,10000000,10000000,"保证,质押","一般贷款",0,"1-正常","陈雄","一般贷款","","上海市徐汇区","上海市徐汇区","上海市徐汇区","上海市徐汇区","",2025-03-21,"公司业务四部",,0E-20,"310021612818"
"PJ20251225000007","2025062400000002","上海酣嘉实业有限公司","银行承兑汇票","表外",2025-12-25,2026-06-25,100,20000000,20000000,"","票据",0,"1-正常","张子龙","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"供应链金融部",,0E-20,"310022699581"
"2026042400000005","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-04-24,2026-08-22,6.1,62084.29,62084.29,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-08-22,"公司业务三部",,0E-20,"310012173747"
"2026022800000037","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-02-28,2026-05-29,6.1,334991.68,16685.28,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-05-29,"公司业务三部",,318306.400000000000,"310012173747"
"2026012700000048","2021111100000138","上海升延电子技术有限公司","反向保理","表内",2026-01-27,2027-01-27,5,1003528.76,1003528.76,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",2027-01-27,"公司业务三部",,0E-20,"310012352244"
"2026022600000045","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-02-26,2026-06-26,6.1,69810.93,69810.93,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-06-26,"公司业务三部",,0E-20,"310009309813"
"2026043000000002","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-04-30,2026-07-29,6.1,143145.6,143145.6,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-07-29,"公司业务三部",,0E-20,"310009309813"
"2026042900000006","2021101100000507","上海沪闽钢铁商贸有限公司","普通流动资金贷款","表内",2026-04-29,2026-08-27,6.1,68849.44,68849.44,"","一般贷款",0,"1-正常","郑天宁","产能预售业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-08-27,"公司业务三部",,0E-20,"310012173747"
"2025073100000035","2024061100000019","江苏新福昌建材有限公司","反向保理","表内",2025-07-31,2026-07-31,5.6,7763058.8,7763058.8,"","贸易融资",0,"1-正常","周翔","线上供应链-瑞e保","江苏中大杆塔科技发展有限公司","江苏省南京市玄武区","江苏省南京市玄武区","江苏省南京市玄武区","江苏省南京市玄武区","",2026-07-31,"供应链金融部",,0E-20,"320019836627"
"2026011400000041","2024090500000157","张家港联江新材料科技有限公司","反向保理","表内",2026-01-14,2027-01-14,3.95,10000000,10000000,"","贸易融资",0,"1-正常","周鑫（客户经理）","线上供应链-瑞e保","上海中振交通装备有限公司","江苏省苏州市张家港市","江苏省苏州市张家港市","江苏省苏州市张家港市","江苏省苏州市张家港市","",2027-01-14,"公司业务一部",,0E-20,"320021262146"
"2025052600000035","2025011500000011","江苏双杰化工有限公司","反向保理","表内",2025-05-26,2026-05-26,5,2372520,2372520,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省常州市新北区","江苏省常州市新北区","江苏省常州市新北区","江苏省常州市新北区","",2026-05-26,"公司业务三部",,0E-20,"320021859988"
"2026011600000042","2025011500000011","江苏双杰化工有限公司","反向保理","表内",2026-01-16,2027-01-16,5,1781410,1781410,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省常州市新北区","江苏省常州市新北区","江苏省常州市新北区","江苏省常州市新北区","",2027-01-16,"公司业务三部",,0E-20,"320021859988"
"2026022600000041","2025022100000002","上海久彰电子商务有限公司","普通流动资金贷款","表内",2026-02-26,2027-02-26,4,10000000,10000000,"保证","一般贷款",0,"1-正常","朱晓琪（团队负责人）","一般贷款","","上海市徐汇区","上海市徐汇区","上海市徐汇区","上海市徐汇区","",2026-03-21,"公司业务三部",,0E-20,"200000000089"
"PJ20251212000007","2025042100000011","上海淌匠贸易有限公司","银行承兑汇票","表外",2025-12-12,2026-06-12,100,10000000,10000000,"","票据",0,"1-正常","沈菡","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"公司业务二部",,0E-20,"310022372661"
"2026032700000083","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-03-27,2026-06-25,6.1,511605.12,465357.52,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-06-25,"公司业务三部",,46247.600000000000,"310009309813"
"2026041400000003","2021060300000011","上海中硕钢铁贸易有限公司","普通流动资金贷款","表内",2026-04-14,2026-07-13,6.1,1389960,794310,"","一般贷款",0,"1-正常","郑天宁","现货业务","上海中钢供应链有限公司","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2026-07-13,"公司业务三部",,595650.000000000000,"310009309813"
"PJ20251126000011","2021121200000002","上海诚沐贸易有限公司","银行承兑汇票","表外",2025-11-26,2026-05-26,100,10000000,10000000,"","票据",0,"1-正常","张子龙","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"供应链金融部",,0E-20,"310012485265"
"2026012000000043","2023062600000005","湖北精益高精铜板带有限公司","反向保理","表内",2026-01-20,2027-01-20,5,1218189.76,1218189.76,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","湖北省十堰市张湾区","湖北省十堰市张湾区","湖北省十堰市张湾区","湖北省十堰市张湾区","",2027-01-20,"公司业务三部",,0E-20,"320016092487"
"PJ20251211000012","2024041600000049","上海越风贸易有限公司","银行承兑汇票","表外",2025-12-11,2026-06-11,100,90000000,90000000,"","票据",0,"1-正常","尹筱玲（客户经理）","","","上海市嘉定区","上海市嘉定区","上海市嘉定区","上海市嘉定区","",,"公司业务三部",,0E-20,"310019183442"
"PJ20251226000010","2024041600000052","上海有维国际贸易有限公司","银行承兑汇票","表外",2025-12-26,2026-06-26,100,10000000,10000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务一部",,0E-20,"310017594062"
"2025052600000025","2021111900000854","扬州腾飞电缆电器材料有限公司","反向保理","表内",2025-05-26,2026-05-26,5,1034316.31,1034316.31,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","江苏省扬州市宝应县","江苏省扬州市宝应县","江苏省扬州市宝应县","江苏省扬州市宝应县","",2026-05-26,"公司业务三部",,0E-20,"320007968853"
"PJ20251210000011","2023121100000006","上海轻盛贸易有限公司","银行承兑汇票","表外",2025-12-10,2026-06-10,100,80000000,80000000,"","票据",0,"1-正常","胡全兴","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"供应链金融部",,0E-20,"310017841175"
"PJ20251226000005","2024041600000052","上海有维国际贸易有限公司","银行承兑汇票","表外",2025-12-26,2026-06-26,100,10000000,10000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务一部",,0E-20,"310017594062"
"PJ20251230000007","2024041600000052","上海有维国际贸易有限公司","银行承兑汇票","表外",2025-12-30,2026-06-30,100,75000000,75000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务一部",,0E-20,"310017594062"
"PJ20251210000021","2024070500000065","上海久住集装箱贸易有限公司","银行承兑汇票","表外",2025-12-10,2026-06-10,100,20000000,20000000,"","票据",0,"1-正常","尹筱玲（客户经理）","","","上海市杨浦区","上海市杨浦区","上海市杨浦区","上海市杨浦区","",,"公司业务三部",,0E-20,"310019823712"
"PJ20251210000019","2024070500000065","上海久住集装箱贸易有限公司","银行承兑汇票","表外",2025-12-10,2026-06-10,100,10000000,10000000,"","票据",0,"1-正常","尹筱玲（客户经理）","","","上海市杨浦区","上海市杨浦区","上海市杨浦区","上海市杨浦区","",,"公司业务三部",,0E-20,"310019823712"
"2025090200000034","2025071500000005","上海算术初子网络科技有限公司","普通流动资金贷款","表内",2025-09-02,2026-09-02,5,3400000,3400000,"","一般贷款",0,"1-正常","倪文蕾（客户经理）","一般贷款","","上海市奉贤区","上海市奉贤区","上海市奉贤区","上海市奉贤区","",2025-09-21,"公司业务二部",,0E-20,"310023323680"
"2025052600000036","2021111200000102","上海天留电缆材料有限公司","反向保理","表内",2025-05-26,2026-05-26,5,642421.4,642421.4,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","上海市松江区","上海市松江区","上海市松江区","上海市松江区","",2026-05-26,"公司业务三部",,0E-20,"310012352231"
"PJ20251126000014","2021121200000002","上海诚沐贸易有限公司","银行承兑汇票","表外",2025-11-26,2026-05-26,100,10000000,10000000,"","票据",0,"1-正常","张子龙","","","上海市金山区","上海市金山区","上海市金山区","上海市金山区","",,"供应链金融部",,0E-20,"310012485265"
"2026012000000038","2023030100000002","杭州科利化工股份有限公司","反向保理","表内",2026-01-20,2027-01-20,5,92068.68,92068.68,"","贸易融资",0,"1-正常","尹筱玲（客户经理）","线上供应链-瑞e保","远东智慧能源股份有限公司","浙江省杭州市钱塘区","浙江省杭州市钱塘区","浙江省杭州市钱塘区","浙江省杭州市钱塘区","",2027-01-20,"公司业务三部",,0E-20,"320015553254"
"2023122800000032","2023122000000004","上海凯浦璨半导体科技合伙企业（有限合伙）","并购项目贷款","表内",2023-12-28,2028-12-28,5,14123100,9259470,"质押","一般贷款",0,"1-正常","沈菡","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",2024-03-21,"公司业务二部",,4863630.000000000000,"310016085542"
"PJ20251211000013","2024011800000001","上海儒绅实业有限公司","银行承兑汇票","表外",2025-12-11,2026-06-11,100,100000000,100000000,"","票据",0,"1-正常","胡全兴","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"供应链金融部",,0E-20,"310018519349"
"PJ20251223000027","2024011800000001","上海儒绅实业有限公司","银行承兑汇票","表外",2025-12-23,2026-06-23,100,35000000,35000000,"","票据",0,"1-正常","胡全兴","","","上海市宝山区","上海市宝山区","上海市宝山区","上海市宝山区","",,"供应链金融部",,0E-20,"310018519349"
"PJ20251230000006","2024041600000052","上海有维国际贸易有限公司","银行承兑汇票","表外",2025-12-30,2026-06-30,100,75000000,75000000,"","票据",0,"1-正常","周鑫（客户经理）","","","上海市浦东新区","上海市浦东新区","上海市浦东新区","上海市浦东新区","",,"公司业务一部",,0E-20,"310017594062"
